"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"SYN3",32.4348456663208,-3.06544866268655,0.725979938092524,-4.22249776039385,2.41609800478732e-05,0.00135339437451411,"SYN3"
"TPP2",5.29179954170979,7.47123087043397,1.76911342205154,4.22314972986301,2.4091165544868e-05,0.00135339437451411,"TPP2"
"H3C7",3398.23502017578,0.857554590641709,0.203399065773883,4.21611863053023,2.48543048460618e-05,0.00138498024764591,"H3C7"
"LOC728975",229.011849992919,0.989523174127653,0.235072406604254,4.20943992713498,2.56004495624398e-05,0.00141185159726053,"LOC728975"
"RAD54L2",127.533446921223,1.19678113632158,0.284291424342844,4.20969833714826,2.55711879835169e-05,0.00141185159726053,"RAD54L2"
"KRT1",8.58376061877883,4.99134811971122,1.18640755465195,4.20711087024014,2.58656260210434e-05,0.00141916068102125,"KRT1"
"CCR7",425.247354969064,0.737118230044106,0.175517719159794,4.1996798589493,2.67292636064164e-05,0.00145906322104617,"CCR7"
"PSMD13",2059.80339486917,0.592815637873284,0.141400008212729,4.19247244301021,2.75930608808594e-05,0.00149856933179855,"PSMD13"
"ANKRD9",1148.30441829655,0.648269970476664,0.15476622125262,4.18870451982228,2.80551404310641e-05,0.00150695111626858,"ANKRD9"
"HOXB3",51.2702469033265,-2.28959884600941,0.546733637332133,-4.18777753858687,2.81699432894397e-05,0.00150695111626858,"HOXB3"
"PPP1R13L",490.261363166601,0.844224784801936,0.201575292756328,4.18813622075434,2.81254690883177e-05,0.00150695111626858,"PPP1R13L"
"CPVL",76.3357981690229,-1.63682358799113,0.392480955285444,-4.17045353653069,3.03994033129172e-05,0.00161812545295971,"CPVL"
"ABCA7",57.2895112524754,1.76019225802297,0.422280849198299,4.1682976184326,3.06883068034807e-05,0.00162541680440812,"ABCA7"
"PLEKHM1P1",162.897507867767,-1.28992389570952,0.310756892168855,-4.15091001427772,3.31155954917672e-05,0.00174533870032718,"PLEKHM1P1"
"MAP3K19",65.3769334473143,-1.93132687371891,0.465469860956728,-4.14919855336982,3.33641328685472e-05,0.00174981792921856,"MAP3K19"
"ZCCHC3",33.4666994984048,-2.72598349219744,0.659886059607776,-4.13099118023149,3.61202441599097e-05,0.00188512435252133,"ZCCHC3"
"NAPG",980.926515909237,0.647759728513673,0.157038944501134,4.12483496097999,3.7100069376962e-05,0.00192686234108794,"NAPG"
"PTPRS",129.242808697465,1.35765996934979,0.329614136842651,4.11893731972395,3.8062365463489e-05,0.00196729105359357,"PTPRS"
"DPP9",461.31886590754,0.863202528113546,0.210090355182385,4.10872039967841,3.97857401807644e-05,0.00204647901054807,"DPP9"
"IRF6",841.625551832479,0.744314938264794,0.18137304599248,4.10377922580435,4.06455356271487e-05,0.00208070136686538,"IRF6"
"TBC1D10B",748.135433399164,0.828988472431312,0.20236748870442,4.09645085650167,4.19532497297241e-05,0.00212728824103468,"TBC1D10B"
"TRIM10",790.990697829917,0.720726930650806,0.17593642395629,4.09651915415686,4.19408800948996e-05,0.00212728824103468,"TRIM10"
"BIN2",27.6232921065915,-3.36729084670876,0.822592406403363,-4.09351073568943,4.24890394107098e-05,0.0021442935502603,"BIN2"
"ZRANB3",518.43538418778,-0.712935371740659,0.174245321258573,-4.09156106224907,4.2847908816301e-05,0.00215225247148171,"ZRANB3"
"STK11",1223.15642230827,0.741159416459637,0.181867394257914,4.07527374262903,4.59602498764321e-05,0.00229779772629882,"STK11"
"KRAS",42.6837503559497,2.0918302405951,0.514491041860144,4.06582441752937,4.78629619281241e-05,0.0023817945566,"KRAS"
"TULP3",272.322277635699,0.9027517217231,0.222098088056732,4.06465327829613,4.81039177550736e-05,0.00238270285213672,"TULP3"
"PUSL1",1567.37082563172,0.724916083752466,0.178427383501152,4.062807342281,4.8486045844371e-05,0.00239056315432685,"PUSL1"
"WNT9B",43.2772968696975,-2.27684346525966,0.560764112215065,-4.06025174518736,4.90198335459888e-05,0.00239480912834947,"WNT9B"
"ZKSCAN5",97.1039927811084,-1.4824470696169,0.365031307335101,-4.06115048169282,4.88314824834516e-05,0.00239480912834947,"ZKSCAN5"
"USP5",268.335731895709,0.88324319639849,0.217596945320871,4.05907902381647,4.92666402810826e-05,0.00239592629257865,"USP5"
"MTHFD1",146.373519574218,-1.24864837276384,0.307981688037851,-4.05429420404495,5.02858972378555e-05,0.00243442902510324,"MTHFD1"
"CABP7",234.18496662745,0.995270108567874,0.245725034308898,4.05034070446698,5.11431150383534e-05,0.00246477562069974,"CABP7"
"H2AC8",2567.04243444917,0.801431218857187,0.198002034561299,4.04759082719968,5.17475042918541e-05,0.00248271994806523,"H2AC8"
"MLLT3",619.472801269025,-0.64659169519884,0.160122200806887,-4.03811396508753,5.38826755522823e-05,0.00256218109215052,"MLLT3"
"SOX4",1510.94020448437,0.579947789467636,0.143617116259368,4.03815230783682,5.38738709923925e-05,0.00256218109215052,"SOX4"
"ATXN1",665.537243249064,-0.729388987982281,0.180734866516504,-4.03568499006624,5.44432228568651e-05,0.00257738071391858,"ATXN1"
"NCCRP1",529.792941856492,0.722978391477299,0.17967707262825,4.02376541927047,5.7274967988769e-05,0.00269949287450149,"NCCRP1"
"PCDHB19P",1055.09675615313,0.644793682537701,0.160422243328471,4.01935335873256,5.83580905131381e-05,0.00273847899298274,"PCDHB19P"
"CRYM",390.802139116135,-0.775850775518052,0.193416690787195,-4.01129174716195,6.03874307993567e-05,0.00282133241101449,"CRYM"
"CA11",92.5977547929406,1.39019367913279,0.347596408135182,3.99944776929956,6.34904573484046e-05,0.00295341044856774,"CA11"
"PCNX3",3437.35010466745,0.536066837996107,0.134236306538675,3.99345640399947,6.51170557997325e-05,0.00301596268398848,"PCNX3"
"ANK2",91.3447109369826,-1.51153045277987,0.378926794774692,-3.98897748489552,6.63587190387388e-05,0.00306022385773908,"ANK2"
"SNRNP70",30.4158037933059,2.21757429322611,0.556272803177387,3.98648699084243,6.70588027824867e-05,0.0030792366136044,"SNRNP70"
"CCNT2",143.642296104365,-1.26626091410224,0.317936919747277,-3.9827425990941,6.81245266669415e-05,0.0031148047470496,"CCNT2"
"GRHL3",45.4950860966264,-2.36313742191638,0.5949741786476,-3.97183189913868,7.13220432868297e-05,0.00324712570691826,"GRHL3"
"H1-4",8785.28880642189,0.684560487413699,0.172459815505589,3.96939127765398,7.20564752717726e-05,0.00326666198700295,"H1-4"
"ARRDC4",122.887906638312,-1.40429483596486,0.354514337077858,-3.9611792502949,7.45805170972572e-05,0.00336037199321008,"ARRDC4"
"PIDD1",341.424179328482,1.01581025924981,0.25647682024167,3.96063183523817,7.47517089806522e-05,0.00336037199321008,"PIDD1"
"GALP",297.343935158767,0.910664014529544,0.230979085974178,3.94262541428254,8.05944812247205e-05,0.00360786759256604,"GALP"
"SPTBN5",311.718968775753,0.905292057773924,0.229966860601864,3.93661963034419,8.26374334574289e-05,0.0036839079190043,"SPTBN5"
"LINC00668",47.3183807467357,-2.03056736669563,0.516054487378598,-3.93479257783475,8.32685774093864e-05,0.00369664111909969,"LINC00668"
"ZBTB33",5.04739195095304,7.39061773322601,1.88036409832587,3.93041844385672,8.47981539995119e-05,0.00374898946132553,"ZBTB33"
"L3MBTL1",1947.59327351846,0.523010269932815,0.133256129495461,3.92484962540226,8.67839322778345e-05,0.00382099296889116,"L3MBTL1"
"KRTAP3-3",196.052664394209,0.925950748015149,0.236072519489243,3.92231484638068,8.77022842602787e-05,0.00384560139057673,"KRTAP3-3"
"GPI",4.40566945737875,7.20184874277133,1.8388759572928,3.9164407551306,8.9865887002751e-05,0.00390843546765217,"GPI"
"KIF7",266.31086183968,0.876760716728758,0.22385924733209,3.91657135980675,8.98172381070871e-05,0.00390843546765217,"KIF7"
"PLEKHG5",33.4721218354623,2.08949170103043,0.534040632014004,3.91260809715998,9.13046453765262e-05,0.00395493279709901,"PLEKHG5"
"H2AC4",897.438036927236,0.807650411067406,0.206540656074312,3.91037012478947,9.21548005765385e-05,0.00397566214261446,"H2AC4"
"WDR1",665.374651837904,0.668929512399511,0.17112947140819,3.90890889158382,9.27139186507552e-05,0.0039837197415439,"WDR1"
"LRRN4",62.5892985930516,-1.75238330666649,0.448964540909772,-3.90316639063632,9.49423843232077e-05,0.004063154279496,"LRRN4"
"TEX30",4.49746030800991,7.22570998899383,1.85327871136203,3.89887929143881,9.66389322203973e-05,0.00411928261285271,"TEX30"
"RIN1",418.68900197622,-0.96599360842687,0.247932485948524,-3.89619619523127,9.77152431431025e-05,0.00414863248566688,"RIN1"
"RPTN",14.7787987946028,3.79695470305288,0.974851197565841,3.89490694839756,9.82364345514515e-05,0.00415122367474127,"RPTN"
"SMG5",2104.48853237363,0.603394214699809,0.154949732111277,3.89412880214908,9.85522771646213e-05,0.00415122367474127,"SMG5"
"MEGF10",215.865602143977,-0.928695343832283,0.238707163292239,-3.89052147000432,0.00010002902549586,0.00419690409325569,"MEGF10"
"CROCCP3",155.517077115895,1.12108933234025,0.288295870799336,3.88867634223097,0.000100792423795745,0.00421241461793232,"CROCCP3"
"BTN3A3",63.2566822560583,-1.65757592540805,0.426841106795068,-3.88335588822255,0.000103024603544378,0.00428895032420738,"BTN3A3"
"PKD1P6-NPIPP1",2387.61975110347,-0.482115349232733,0.124403575940966,-3.87541391464113,0.000106443606754703,0.00441410910336655,"PKD1P6-NPIPP1"
"BMP8B",191.362204988117,0.975211077328126,0.251960205580495,3.87049643447195,0.000108613945758952,0.00448672048523176,"BMP8B"
"MYO1F",564.937336212088,0.644563050215378,0.166592062977589,3.86911020065876,0.000109233265726108,0.00449494888462935,"MYO1F"
"ATP2C2-AS1",57.9089877231304,-1.75636000376266,0.45477408170852,-3.86204947556438,0.000112439787842356,0.0046091696939669,"ATP2C2-AS1"
"OGFRL1",65.5973660063662,-1.66997955528301,0.433363257662934,-3.85353286360495,0.000116425628047482,0.00475434272702295,"OGFRL1"
"LINC01559",34.4485981506236,2.31029983446126,0.600332892619461,3.8483645704979,0.000118909003708701,0.00483729061094824,"LINC01559"
"H4C2",791.317880213436,0.74910509430691,0.195914050019569,3.82364151132645,0.000131495064233393,0.00532903671300404,"H4C2"
"ZNF250",469.090534254183,0.837571997234513,0.219319635672669,3.81895581152877,0.000134017764631878,0.00541077759923195,"ZNF250"
"PDK3",376.829086722193,-0.791940023783627,0.207650287580707,-3.81381616664425,0.000136837271037567,0.00550384196552983,"PDK3"
"PDZK1IP1",394.67189692345,-0.723317340827802,0.18989177715941,-3.80910301461127,0.000139471844373137,0.00558879873763369,"PDZK1IP1"
"HNRNPD",33.9804535818372,-2.58595073775269,0.680255896814569,-3.80143817916449,0.000143858634626838,0.00573555686114412,"HNRNPD"
"ZFY",40.8088243580742,-2.20076413764534,0.579020476302653,-3.80083991450244,0.000144206448794071,0.00573555686114412,"ZFY"
"GSTM3",18.6687782400885,-5.10865330146257,1.34599998998917,-3.79543338741309,0.000147385765217019,0.00584029741502552,"GSTM3"
"MELK",1432.89876987342,0.645695504977662,0.1702479175652,3.79267784424076,0.000149031445324639,0.00588371746689415,"MELK"
"DIO2",22.6567844061698,-4.45446364686693,1.17528529985264,-3.79011261982555,0.000150578997834097,0.0059229584478934,"DIO2"
"ABHD2",49.2877602766489,1.73602416618699,0.459198327014983,3.780554205134,0.000156479644974824,0.00613251180067999,"ABHD2"
"HSPA2",255.225139205218,-0.965689875447836,0.255597321759058,-3.77816899176336,0.000157985662269608,0.00614650400226377,"HSPA2"
"LINC01126",22.9373704305743,-3.41431021179027,0.903565359505796,-3.77870861899545,0.000157643753900474,0.00614650400226377,"LINC01126"
"FAM155A",283.798204049993,0.868196663672565,0.230031107956766,3.77425762708469,0.00016048484866084,0.00622111375297945,"FAM155A"
"C22orf39",415.069125708213,0.679860112184271,0.180331389315187,3.7700597481451,0.000163208470194745,0.00630385351124037,"C22orf39"
"ARHGAP21",39.2556421315056,1.84489981706605,0.489614061269475,3.76806951230646,0.000164514896183723,0.00633145638226494,"ARHGAP21"
"ZNF639",362.061914073566,-0.816634576463359,0.216969058034833,-3.76382966244088,0.000167330885128209,0.00641674960568711,"ZNF639"
"LAMA1",4.267983181432,7.16486759695699,1.90596574249219,3.75917963120806,0.000170471413650877,0.00649065357526951,"LAMA1"
"UBR3",4.267983181432,7.16486759695699,1.90596574249219,3.75917963120806,0.000170471413650877,0.00649065357526951,"UBR3"
"MADD",386.09702485357,-0.815531482237476,0.217041484721582,-3.75749126156057,0.000171625358272999,0.00651141740483268,"MADD"
"VPS26B",178.449582352873,1.05927013115428,0.282021024705749,3.75599702986501,0.000172652740476286,0.00652724971857166,"VPS26B"
"CRYZL2P",119.876226943417,-1.18780061039921,0.316574516301016,-3.75204114430293,0.000175400668813484,0.00660778787195588,"CRYZL2P"
"RAB11FIP3",361.923721559954,0.814299059588863,0.218056307581743,3.7343522350694,0.000188198947337367,0.00706505451776311,"RAB11FIP3"
"AAK1",454.627016061284,-0.683326228396355,0.183232348296799,-3.72928816744468,0.00019202145540796,0.00718334808185232,"AAK1"
"PHRF1",568.71754545607,0.750550608586695,0.201465055619524,3.72546299048578,0.000194957056294193,0.00726775451321104,"PHRF1"
"NOL7",372.189717794208,0.795111091664276,0.21469650585332,3.70341887262708,0.000212713227024087,0.00790214866642607,"NOL7"
"RRP12",2007.73938069119,-0.493766599128399,0.133578825133288,-3.69644364393612,0.000218640765957549,0.00806633639648214,"RRP12"
"TSLP",26.8646168116811,-3.03495266693566,0.82100471513693,-3.69663244434532,0.000218478301767216,0.00806633639648214,"TSLP"
"PPFIA3",371.162037931412,-0.770229303087299,0.208555245072414,-3.69316678091631,0.000221478663216727,0.00814295607476206,"PPFIA3"
"PRR14L",182.302237961296,-1.00272327045723,0.271610253161792,-3.69177252620109,0.00022269660076825,0.00815969497129967,"PRR14L"
"AGO1",456.572203334697,-0.712046449418856,0.192924035947378,-3.69081253106831,0.00022353884695904,0.00816260110448725,"AGO1"
"LOC101928053",2463.81569525373,0.503477801209244,0.136462607539722,3.68949275033228,0.000224701631040691,0.00817715221259985,"LOC101928053"
"HES3",441.22367804999,-0.66474300540895,0.180259062757547,-3.6877092071817,0.000226282032537639,0.00820675073261083,"HES3"
"LOC101929188",171.815368038884,0.993187755133437,0.270068343353743,3.67754229466477,0.000235492037543738,0.00851192334351505,"LOC101929188"
"XIRP1",210.114981885062,1.05436906763503,0.287508399787321,3.66726352487434,0.000245160099881685,0.00883154177991295,"XIRP1"
"RPS6",20289.6682106492,-0.454105268529686,0.124037679257676,-3.66102680449485,0.000251206473164876,0.00901898676641279,"RPS6"
"EXD1",124.994335857879,1.1382738395183,0.311061278168237,3.65932348192392,0.000252881962365272,0.00904877630550516,"EXD1"
"TMPPE",227.766713499288,-0.848738007257795,0.232487674365762,-3.65067958795318,0.000261547356987633,0.0093276505747023,"TMPPE"
"FAM174C",182.455564522211,0.981188766446388,0.269297308415864,3.64351493974526,0.000268940034404959,0.00955943331594237,"FAM174C"
"IL22RA1",994.705152496565,0.725264873544226,0.199154624922729,3.64171745358978,0.000270825223833332,0.00959456645626762,"IL22RA1"
"SPINK4",353.056656761209,0.688644964427839,0.189272327663088,3.6383816532,0.000274356650266094,0.00968759670362028,"SPINK4"
"ABHD14B",240.527198500221,0.818813067899463,0.22523387234231,3.63539044720162,0.000277559929557178,0.00974113452400861,"ABHD14B"
"PKLR",405.631481317815,0.755855468728422,0.207923007475978,3.63526613963463,0.000277693805946596,0.00974113452400861,"PKLR"
"SEC61A2",123.699800843399,-1.08399047435966,0.298828538341338,-3.6274663737821,0.000286216036315276,0.0100072724592717,"SEC61A2"
"LSM4",102.888527241305,1.15958285392889,0.319827675572309,3.62564888061642,0.000288236776065428,0.0100450985899805,"LSM4"
"TIGD1",3.94183524014171,7.03981234198903,1.9435142534878,3.62220772466963,0.000292099409498046,0.0101466609812325,"TIGD1"
"PTP4A2",129.349151979752,1.19743870540382,0.330963215867054,3.61804166746077,0.000296840614617583,0.010277986199979,"PTP4A2"
"METRN",287.03734612719,0.819948626591663,0.226778500486217,3.61563651242811,0.000299610535344142,0.0103404294117644,"METRN"
"ARHGEF11",316.498002565722,0.901619794252899,0.249462892202237,3.61424413183651,0.000301225128603123,0.0103627255656747,"ARHGEF11"
"CDKN2B",678.5457495415,0.647466567588404,0.179240534890856,3.61227759101848,0.000303519399066159,0.0103769331388768,"CDKN2B"
"H19",16.2839522454756,-4.90786248502121,1.35868029431034,-3.61222761938445,0.000303577911250439,0.0103769331388768,"H19"
"LOC101927053",96.5589243916714,1.18630443448734,0.328827487319929,3.60768025859451,0.000308946889340514,0.0104934056160449,"LOC101927053"
"PNMT",61.8519604543534,1.66442698258624,0.461268797825788,3.60836672766855,0.000308130730842179,0.0104934056160449,"PNMT"
"RPN2",100.253760002532,1.12900562573645,0.313123105508004,3.60562860381951,0.000311398228851075,0.0105431950964483,"RPN2"
"SLC6A4",341.088768021742,0.711454219244535,0.197367634407514,3.60471574470798,0.000312494766271878,0.0105469448086524,"SLC6A4"
"SLC12A7",444.585511478469,0.767297198251662,0.213158005559554,3.59966399684336,0.000318628631065058,0.0107201500747329,"SLC12A7"
"LYG2",42.1448869186882,-2.03734864357455,0.567521548024425,-3.5899053536675,0.000330798050177719,0.011094696986995,"LYG2"
"MRPL52",16.0215311510468,-4.8783671452109,1.36336211381839,-3.57818887276249,0.000345983402476674,0.0115317022526415,"MRPL52"
"POU1F1",105.554555148393,1.19884328951705,0.335041249376865,3.5781960930087,0.000345973846925518,0.0115317022526415,"POU1F1"
"NCLN",1220.98106159054,0.716055924530347,0.200875766924017,3.56467051996969,0.000364313541062387,0.0121049396764797,"NCLN"
"KRT72",10.5000436178353,3.60011511967346,1.01034152012743,3.56326553739907,0.000366269842622402,0.0121217647337998,"KRT72"
"SPART-AS1",9.65778477301708,3.5722510372279,1.00268603504187,3.56268154974226,0.000367085874731389,0.0121217647337998,"SPART-AS1"
"TPMT",368.888464389774,0.697672308103646,0.196267654378611,3.55469835471614,0.000378412957039443,0.0124573545457385,"TPMT"
"SRSF10",15.6641628931617,-4.84829934112447,1.36442666831151,-3.55336014292676,0.000380343376045016,0.0124824962586062,"SRSF10"
"ZBTB20",92.1479976221888,-1.47944902732528,0.416600477354637,-3.55124179578382,0.000383417995519189,0.0125449208992654,"ZBTB20"
"SLC25A34",191.417505644202,0.918516808413286,0.258774349213027,3.54948939570957,0.000385979010863834,0.0125902116988785,"SLC25A34"
"MICB",631.071388791976,0.629936609492774,0.177513531347377,3.54866811961534,0.000387184744613236,0.0125911537465563,"MICB"
"STC2",55.7037206383921,1.54286433775,0.436308161818256,3.53618032566781,0.000405957487317009,0.013161633808499,"STC2"
"MRM2",16.2802407768931,2.4920856854704,0.705345422242226,3.53314221214947,0.000410651510204819,0.0132735966999437,"MRM2"
"CRLS1",45.0035592461083,-1.93289625208768,0.547280744883147,-3.53181848650711,0.000412712541059358,0.0133000345686568,"CRLS1"
"SIGLEC6",4.00565312806627,7.05899701339784,2.00101437047681,3.52770930461423,0.000419172218373726,0.0134676383314729,"SIGLEC6"
"CD99P1",328.029968413809,-0.783854492077783,0.222704585509851,-3.51970521973428,0.000432026667511124,0.0138390817835375,"CD99P1"
"ATG4B",3.45572148512314,6.84891658990835,1.94671196176668,3.5181972086373,0.000434489341653594,0.0138764222876173,"ATG4B"
"HEBP2",2995.1313625776,0.447012650576824,0.127091385673397,3.51725373209456,0.000436036754382857,0.0138843965331613,"HEBP2"
"LINC02252",40.6149084868379,-1.94107137339831,0.552834555053012,-3.51112526461407,0.000446214082245144,0.0141663040532368,"LINC02252"
"ERP27",50.6940035504797,-1.65384236125951,0.471302553400669,-3.50908848111742,0.000449645290979962,0.0142330028644811,"ERP27"
"GGT5",24.8110199000304,-2.87821995242656,0.820723532587106,-3.50692996867503,0.000453308432289543,0.0143066280739405,"GGT5"
"SRRT",740.678728896563,0.595604365618957,0.169915122976703,3.50530520876957,0.000456084110034748,0.0143518938037111,"SRRT"
"PHACTR4",95.4164218494751,1.0811676231065,0.308585330938114,3.50362611151897,0.000458969274104219,0.0143914762955897,"PHACTR4"
"TRIB3",162.447017383598,-0.936415554326507,0.267317410197876,-3.50300997467148,0.000460032236011934,0.0143914762955897,"TRIB3"
"ODAPH",9.40594675684895,3.79396440685481,1.08404105608443,3.49983461010107,0.000465546907440539,0.0145215345851496,"ODAPH"
"TUSC2",637.712663254783,0.688155354818393,0.196707822650532,3.49836293008518,0.000468123643373584,0.0145594618036453,"TUSC2"
"MGAT4C",29.5998677823471,-2.3446927523316,0.670898785831818,-3.4948531758401,0.000474322604822271,0.0147095001420101,"MGAT4C"
"EGFR",241.076272937291,0.931009775795178,0.266537175609208,3.49298282187926,0.000477657234944627,0.014727535321823,"EGFR"
"RNF126",287.631208615301,0.909070369103524,0.260241683835261,3.49317740227574,0.000477309303648103,0.014727535321823,"RNF126"
"PRUNE1",226.293541364696,0.794210301471882,0.227491232319417,3.49116883923132,0.000480912238747635,0.0147638499910561,"PRUNE1"
"RAB3GAP1",364.550334756555,-0.853017424893549,0.244362295851296,-3.4907898615122,0.000481594882407568,0.0147638499910561,"RAB3GAP1"
"PLA1A",49.8971000051014,-1.7806881609623,0.510316311816299,-3.48938123224897,0.00048414014383386,0.0147994725682242,"PLA1A"
"MIR1203",75.511839106284,1.42138620311456,0.407576832625539,3.48740676440865,0.000487728945363136,0.0148667008160689,"MIR1203"
"CBX3P2",18.78437869071,-4.19797017724532,1.20416994998686,-3.48619410183015,0.00048994536784197,0.0148918337799467,"CBX3P2"
"ACSM3",30.8558539534599,-2.38599974326833,0.685012916769305,-3.4831456237662,0.00049555872343349,0.0150197812521669,"ACSM3"
"GOLGA8A",203.832647616321,0.826272534395839,0.237455466703455,3.47969472283292,0.000501985425891439,0.0151715877729167,"GOLGA8A"
"LY6G6E",19.1108709355259,-3.57673216156001,1.02895177868262,-3.47609308391435,0.000508775663391981,0.0153334952750163,"LY6G6E"
"NACA",382.204009074998,-0.718924309039633,0.206877020142346,-3.4751288883848,0.000510607954798958,0.0153454901921181,"NACA"
"DCST2",1383.57642622798,0.680041773228155,0.195759263301997,3.47386765641356,0.000513014000317091,0.0153746128554413,"DCST2"
"ARAP2",101.146946737769,1.1601466537174,0.334301810797881,3.47035707329395,0.000519766883966567,0.0155334801440176,"ARAP2"
"ZNF230",887.668598988082,-0.603920758104261,0.174197432726377,-3.4668751924311,0.000526546315038749,0.0156922535504167,"ZNF230"
"CYBRD1",33.9075628642213,-2.23104657922488,0.643755495466695,-3.46567383880345,0.000528904480627801,0.0157146007179189,"CYBRD1"
"PUF60",1156.49855305086,0.770594268604703,0.222393802132988,3.46499884985058,0.00053023374700147,0.0157146007179189,"PUF60"
"LINC01022",390.355532659595,0.632615807367289,0.182653583237457,3.46347329274599,0.000533249528114068,0.0157603223792608,"LINC01022"
"CRB3",487.519329201422,0.681758375581352,0.196997701437542,3.46074279347622,0.00053868722586257,0.0157901770671333,"CRB3"
"DPEP2",12.3413019800287,3.04210174185323,0.878774215124171,3.46175580655081,0.000536663844266101,0.0157901770671333,"DPEP2"
"IRX4",3.89593981482612,7.02600838821184,2.02999171501414,3.46110200167143,0.000537968935267504,0.0157901770671333,"IRX4"
"ORMDL3",567.066093397903,0.882583169465565,0.255182587831838,3.45863398033716,0.000542922166824823,0.0158708313192863,"ORMDL3"
"PCGF3",151.528825647283,-0.966876254503286,0.279750072761339,-3.4562144880232,0.000547819217697022,0.0159703482565135,"PCGF3"
"LONP1",1357.28290798704,0.589525102538942,0.171058701650871,3.44633214709041,0.000568251456559691,0.016520984602533,"LONP1"
"RAD51C",122.791270793375,0.982036924254213,0.285240391586766,3.44283963007915,0.000575640558171058,0.0166546736496247,"RAD51C"
"TRIT1",230.283089924766,0.770567097320283,0.223827157284338,3.44268812895388,0.000575963104062167,0.0166546736496247,"TRIT1"
"ADAM10",9.35317325403914,-5.1108380423985,1.48674300972886,-3.4376069091662,0.000586878993277861,0.016924577760323,"ADAM10"
"HOTS",9.04990524113036,-5.06439833141936,1.47587770648237,-3.43144849276837,0.000600367127986445,0.0172670104901263,"HOTS"
"HNF4A",478.012058392714,0.571701228971413,0.16673099104565,3.42888400882164,0.000606068483126556,0.0173842538900027,"HNF4A"
"MAOA",65.3913455469035,1.4998829216977,0.437619671603457,3.4273663160572,0.000609466306889974,0.0174349733085985,"MAOA"
"LZTFL1",29.8422453992586,-2.35189874471126,0.686570205891654,-3.42557647350402,0.000613496200222515,0.0175034555898152,"LZTFL1"
"NEDD9",294.550086336114,-0.897184768833118,0.262178406360995,-3.42203914229984,0.000621533652158654,0.0176605566134165,"NEDD9"
"PSPC1",675.05279464876,0.652660687059393,0.190781678076842,3.42098200224719,0.000623954612568598,0.0176605566134165,"PSPC1"
"TUG1",910.772076640993,0.666138763984558,0.194709123734639,3.42119953707156,0.000623455719455758,0.0176605566134165,"TUG1"
"DUS3L",485.198962009439,0.799294109788794,0.234366416166318,3.41044644050696,0.000648566210837235,0.0182126243825396,"DUS3L"
"ECE2",3.44784952261179,6.84668285026631,2.00724376451551,3.41098723099978,0.000647281227109797,0.0182126243825396,"ECE2"
